,prices
2024-07-22 00:00:00,97.99
2024-07-22 00:15:00,82.2
2024-07-22 00:30:00,81.62
2024-07-22 00:45:00,78.44
2024-07-22 01:00:00,94.94
2024-07-22 01:15:00,88.32
2024-07-22 01:30:00,86.33
2024-07-22 01:45:00,84.01
2024-07-22 02:00:00,88.71
2024-07-22 02:15:00,87.61
2024-07-22 02:30:00,89.73
2024-07-22 02:45:00,89.14
2024-07-22 03:00:00,69.17
2024-07-22 03:15:00,69.29
2024-07-22 03:30:00,71.46
2024-07-22 03:45:00,83.01
2024-07-22 04:00:00,76.91
2024-07-22 04:15:00,81.87
2024-07-22 04:30:00,81.59
2024-07-22 04:45:00,89.68
2024-07-22 05:00:00,94.27
2024-07-22 05:15:00,86.39
2024-07-22 05:30:00,81.38
2024-07-22 05:45:00,73.96
2024-07-22 06:00:00,135.83
2024-07-22 06:15:00,84.97
2024-07-22 06:30:00,74.55
2024-07-22 06:45:00,66.23
2024-07-22 07:00:00,84.88
2024-07-22 07:15:00,69.06
2024-07-22 07:30:00,59.06
2024-07-22 07:45:00,57.75
2024-07-22 08:00:00,75.33
2024-07-22 08:15:00,59.38
2024-07-22 08:30:00,50.07
2024-07-22 08:45:00,40.56
2024-07-22 09:00:00,63.9
2024-07-22 09:15:00,45.6
2024-07-22 09:30:00,35.91
2024-07-22 09:45:00,15.41
2024-07-22 10:00:00,42.77
2024-07-22 10:15:00,28.89
2024-07-22 10:30:00,15.12
2024-07-22 10:45:00,-0.72
2024-07-22 11:00:00,40.55
2024-07-22 11:15:00,13.12
2024-07-22 11:30:00,1.29
2024-07-22 11:45:00,-10.31
2024-07-22 12:00:00,2.92
2024-07-22 12:15:00,16.4
2024-07-22 12:30:00,23.2
2024-07-22 12:45:00,23.19
2024-07-22 13:00:00,-17.44
2024-07-22 13:15:00,-2.08
2024-07-22 13:30:00,13.1
2024-07-22 13:45:00,49.91
2024-07-22 14:00:00,-40.89
2024-07-22 14:15:00,0.62
2024-07-22 14:30:00,33.36
2024-07-22 14:45:00,49.53
2024-07-22 15:00:00,-0.96
2024-07-22 15:15:00,28.45
2024-07-22 15:30:00,41.25
2024-07-22 15:45:00,70.18
2024-07-22 16:00:00,35.41
2024-07-22 16:15:00,54.91
2024-07-22 16:30:00,69.12
2024-07-22 16:45:00,91.76
2024-07-22 17:00:00,70.87
2024-07-22 17:15:00,90.66
2024-07-22 17:30:00,109.15
2024-07-22 17:45:00,175.82
2024-07-22 18:00:00,95.53
2024-07-22 18:15:00,113.75
2024-07-22 18:30:00,153.46
2024-07-22 18:45:00,350.84
2024-07-22 19:00:00,253.53
2024-07-22 19:15:00,134.07
2024-07-22 19:30:00,99.91
2024-07-22 19:45:00,86.84
2024-07-22 20:00:00,188.43
2024-07-22 20:15:00,113.18
2024-07-22 20:30:00,91.34
2024-07-22 20:45:00,82.16
2024-07-22 21:00:00,110.24
2024-07-22 21:15:00,98.86
2024-07-22 21:30:00,88.91
2024-07-22 21:45:00,82.54
2024-07-22 22:00:00,100.17
2024-07-22 22:15:00,97.61
2024-07-22 22:30:00,89.05
2024-07-22 22:45:00,78.48
2024-07-22 23:00:00,92.36
2024-07-22 23:15:00,83.36
2024-07-22 23:30:00,73.59
2024-07-22 23:45:00,71.29
2024-07-23 00:00:00,84.82
2024-07-23 00:15:00,83.36
2024-07-23 00:30:00,87.11
2024-07-23 00:45:00,89.74
2024-07-23 01:00:00,87.48
2024-07-23 01:15:00,89.34
2024-07-23 01:30:00,88.67
2024-07-23 01:45:00,88.48
2024-07-23 02:00:00,90.02
2024-07-23 02:15:00,98.41
2024-07-23 02:30:00,98.53
2024-07-23 02:45:00,104.43
2024-07-23 03:00:00,90.09
2024-07-23 03:15:00,92.73
2024-07-23 03:30:00,103.11
2024-07-23 03:45:00,114.93
2024-07-23 04:00:00,105.93
2024-07-23 04:15:00,118.22
2024-07-23 04:30:00,122.17
2024-07-23 04:45:00,124.23
2024-07-23 05:00:00,165.11
2024-07-23 05:15:00,128.1
2024-07-23 05:30:00,111.01
2024-07-23 05:45:00,100.9
2024-07-23 06:00:00,164.5
2024-07-23 06:15:00,123.58
2024-07-23 06:30:00,102.57
2024-07-23 06:45:00,86.31
2024-07-23 07:00:00,102.66
2024-07-23 07:15:00,94.33
2024-07-23 07:30:00,80.39
2024-07-23 07:45:00,69.36
2024-07-23 08:00:00,86.97
2024-07-23 08:15:00,71.51
2024-07-23 08:30:00,60.76
2024-07-23 08:45:00,54.15
2024-07-23 09:00:00,69.35
2024-07-23 09:15:00,66.64
2024-07-23 09:30:00,69.65
2024-07-23 09:45:00,64.49
2024-07-23 10:00:00,75.37
2024-07-23 10:15:00,66.87
2024-07-23 10:30:00,62.65
2024-07-23 10:45:00,51.05
2024-07-23 11:00:00,71.66
2024-07-23 11:15:00,56.57
2024-07-23 11:30:00,44.69
2024-07-23 11:45:00,12.21
2024-07-23 12:00:00,29.91
2024-07-23 12:15:00,28.22
2024-07-23 12:30:00,27.08
2024-07-23 12:45:00,24.23
2024-07-23 13:00:00,4.18
2024-07-23 13:15:00,18.97
2024-07-23 13:30:00,46.23
2024-07-23 13:45:00,55.14
2024-07-23 14:00:00,33.23
2024-07-23 14:15:00,66.71
2024-07-23 14:30:00,81.27
2024-07-23 14:45:00,95.67
2024-07-23 15:00:00,63.06
2024-07-23 15:15:00,79.42
2024-07-23 15:30:00,99.5
2024-07-23 15:45:00,120.19
2024-07-23 16:00:00,74.64
2024-07-23 16:15:00,88.83
2024-07-23 16:30:00,98.67
2024-07-23 16:45:00,109.07
2024-07-23 17:00:00,87.6
2024-07-23 17:15:00,91.07
2024-07-23 17:30:00,101.44
2024-07-23 17:45:00,123.35
2024-07-23 18:00:00,102.16
2024-07-23 18:15:00,106.44
2024-07-23 18:30:00,111.75
2024-07-23 18:45:00,112.48
2024-07-23 19:00:00,121.14
2024-07-23 19:15:00,112.1
2024-07-23 19:30:00,114.48
2024-07-23 19:45:00,105.5
2024-07-23 20:00:00,130.47
2024-07-23 20:15:00,111.61
2024-07-23 20:30:00,108.49
2024-07-23 20:45:00,92.91
2024-07-23 21:00:00,112.1
2024-07-23 21:15:00,105.79
2024-07-23 21:30:00,99.71
2024-07-23 21:45:00,104.15
2024-07-23 22:00:00,103.69
2024-07-23 22:15:00,97.4
2024-07-23 22:30:00,89.0
2024-07-23 22:45:00,94.82
2024-07-23 23:00:00,93.02
2024-07-23 23:15:00,87.99
2024-07-23 23:30:00,86.39
2024-07-23 23:45:00,110.86
2024-07-24 00:00:00,95.44
2024-07-24 00:15:00,102.91
2024-07-24 00:30:00,86.49
2024-07-24 00:45:00,84.09
2024-07-24 01:00:00,82.66
2024-07-24 01:15:00,83.94
2024-07-24 01:30:00,84.95
2024-07-24 01:45:00,88.85
2024-07-24 02:00:00,91.17
2024-07-24 02:15:00,96.61
2024-07-24 02:30:00,100.48
2024-07-24 02:45:00,110.06
2024-07-24 03:00:00,103.74
2024-07-24 03:15:00,111.21
2024-07-24 03:30:00,113.91
2024-07-24 03:45:00,107.34
2024-07-24 04:00:00,132.26
2024-07-24 04:15:00,138.11
2024-07-24 04:30:00,143.65
2024-07-24 04:45:00,139.76
2024-07-24 05:00:00,184.31
2024-07-24 05:15:00,197.94
2024-07-24 05:30:00,183.69
2024-07-24 05:45:00,164.32
2024-07-24 06:00:00,244.46
2024-07-24 06:15:00,171.2
2024-07-24 06:30:00,152.23
2024-07-24 06:45:00,145.45
2024-07-24 07:00:00,175.73
2024-07-24 07:15:00,116.82
2024-07-24 07:30:00,94.67
2024-07-24 07:45:00,71.09
2024-07-24 08:00:00,126.22
2024-07-24 08:15:00,87.38
2024-07-24 08:30:00,73.29
2024-07-24 08:45:00,52.39
2024-07-24 09:00:00,91.69
2024-07-24 09:15:00,80.53
2024-07-24 09:30:00,65.25
2024-07-24 09:45:00,37.78
2024-07-24 10:00:00,87.96
2024-07-24 10:15:00,68.65
2024-07-24 10:30:00,44.21
2024-07-24 10:45:00,4.88
2024-07-24 11:00:00,49.1
2024-07-24 11:15:00,13.02
2024-07-24 11:30:00,-9.57
2024-07-24 11:45:00,-26.65
2024-07-24 12:00:00,6.78
2024-07-24 12:15:00,-2.07
2024-07-24 12:30:00,-1.48
2024-07-24 12:45:00,2.86
2024-07-24 13:00:00,-21.97
2024-07-24 13:15:00,-5.21
2024-07-24 13:30:00,10.11
2024-07-24 13:45:00,46.11
2024-07-24 14:00:00,-39.12
2024-07-24 14:15:00,-2.92
2024-07-24 14:30:00,27.3
2024-07-24 14:45:00,63.56
2024-07-24 15:00:00,-5.57
2024-07-24 15:15:00,58.04
2024-07-24 15:30:00,72.67
2024-07-24 15:45:00,93.31
2024-07-24 16:00:00,36.43
2024-07-24 16:15:00,69.82
2024-07-24 16:30:00,92.21
2024-07-24 16:45:00,103.45
2024-07-24 17:00:00,69.77
2024-07-24 17:15:00,81.54
2024-07-24 17:30:00,91.87
2024-07-24 17:45:00,123.31
2024-07-24 18:00:00,83.52
2024-07-24 18:15:00,90.31
2024-07-24 18:30:00,108.93
2024-07-24 18:45:00,127.85
2024-07-24 19:00:00,133.28
2024-07-24 19:15:00,112.38
2024-07-24 19:30:00,107.2
2024-07-24 19:45:00,89.53
2024-07-24 20:00:00,135.31
2024-07-24 20:15:00,108.42
2024-07-24 20:30:00,100.67
2024-07-24 20:45:00,90.57
2024-07-24 21:00:00,106.07
2024-07-24 21:15:00,101.28
2024-07-24 21:30:00,81.77
2024-07-24 21:45:00,83.37
2024-07-24 22:00:00,102.4
2024-07-24 22:15:00,100.39
2024-07-24 22:30:00,79.71
2024-07-24 22:45:00,75.39
2024-07-24 23:00:00,98.52
2024-07-24 23:15:00,90.13
2024-07-24 23:30:00,81.34
2024-07-24 23:45:00,82.73
2024-07-25 00:00:00,92.93
2024-07-25 00:15:00,87.32
2024-07-25 00:30:00,85.83
2024-07-25 00:45:00,83.16
2024-07-25 01:00:00,84.77
2024-07-25 01:15:00,82.57
2024-07-25 01:30:00,84.07
2024-07-25 01:45:00,82.55
2024-07-25 02:00:00,80.62
2024-07-25 02:15:00,82.21
2024-07-25 02:30:00,87.82
2024-07-25 02:45:00,89.42
2024-07-25 03:00:00,77.38
2024-07-25 03:15:00,80.23
2024-07-25 03:30:00,91.06
2024-07-25 03:45:00,104.6
2024-07-25 04:00:00,94.1
2024-07-25 04:15:00,100.62
2024-07-25 04:30:00,105.95
2024-07-25 04:45:00,99.98
2024-07-25 05:00:00,203.67
2024-07-25 05:15:00,97.28
2024-07-25 05:30:00,81.53
2024-07-25 05:45:00,64.82
2024-07-25 06:00:00,120.2
2024-07-25 06:15:00,90.18
2024-07-25 06:30:00,72.06
2024-07-25 06:45:00,56.66
2024-07-25 07:00:00,93.96
2024-07-25 07:15:00,76.24
