,prices
2024-01-22 00:00:00,25.43
2024-01-22 00:15:00,9.18
2024-01-22 00:30:00,-1.37
2024-01-22 00:45:00,-5.38
2024-01-22 01:00:00,6.59
2024-01-22 01:15:00,-6.12
2024-01-22 01:30:00,-9.02
2024-01-22 01:45:00,-8.74
2024-01-22 02:00:00,-1.9
2024-01-22 02:15:00,-6.46
2024-01-22 02:30:00,-6.35
2024-01-22 02:45:00,-6.76
2024-01-22 03:00:00,-9.06
2024-01-22 03:15:00,-4.58
2024-01-22 03:30:00,-0.65
2024-01-22 03:45:00,5.52
2024-01-22 04:00:00,-3.7
2024-01-22 04:15:00,3.7
2024-01-22 04:30:00,21.43
2024-01-22 04:45:00,52.47
2024-01-22 05:00:00,28.59
2024-01-22 05:15:00,50.75
2024-01-22 05:30:00,65.22
2024-01-22 05:45:00,77.96
2024-01-22 06:00:00,52.39
2024-01-22 06:15:00,60.63
2024-01-22 06:30:00,70.8
2024-01-22 06:45:00,74.0
2024-01-22 07:00:00,68.3
2024-01-22 07:15:00,71.61
2024-01-22 07:30:00,77.83
2024-01-22 07:45:00,89.46
2024-01-22 08:00:00,74.84
2024-01-22 08:15:00,73.79
2024-01-22 08:30:00,69.03
2024-01-22 08:45:00,61.69
2024-01-22 09:00:00,69.42
2024-01-22 09:15:00,70.85
2024-01-22 09:30:00,70.58
2024-01-22 09:45:00,66.51
2024-01-22 10:00:00,65.82
2024-01-22 10:15:00,62.91
2024-01-22 10:30:00,49.28
2024-01-22 10:45:00,34.18
2024-01-22 11:00:00,51.23
2024-01-22 11:15:00,33.48
2024-01-22 11:30:00,30.74
2024-01-22 11:45:00,30.12
2024-01-22 12:00:00,46.22
2024-01-22 12:15:00,37.1
2024-01-22 12:30:00,37.0
2024-01-22 12:45:00,34.4
2024-01-22 13:00:00,44.23
2024-01-22 13:15:00,50.14
2024-01-22 13:30:00,58.62
2024-01-22 13:45:00,67.26
2024-01-22 14:00:00,37.52
2024-01-22 14:15:00,44.86
2024-01-22 14:30:00,61.78
2024-01-22 14:45:00,69.83
2024-01-22 15:00:00,41.51
2024-01-22 15:15:00,54.89
2024-01-22 15:30:00,66.74
2024-01-22 15:45:00,71.2
2024-01-22 16:00:00,64.24
2024-01-22 16:15:00,67.14
2024-01-22 16:30:00,76.27
2024-01-22 16:45:00,78.55
2024-01-22 17:00:00,79.59
2024-01-22 17:15:00,76.11
2024-01-22 17:30:00,78.03
2024-01-22 17:45:00,74.49
2024-01-22 18:00:00,84.43
2024-01-22 18:15:00,80.24
2024-01-22 18:30:00,72.89
2024-01-22 18:45:00,65.29
2024-01-22 19:00:00,75.02
2024-01-22 19:15:00,66.65
2024-01-22 19:30:00,57.77
2024-01-22 19:45:00,45.95
2024-01-22 20:00:00,72.86
2024-01-22 20:15:00,64.16
2024-01-22 20:30:00,53.28
2024-01-22 20:45:00,40.8
2024-01-22 21:00:00,72.57
2024-01-22 21:15:00,55.5
2024-01-22 21:30:00,61.71
2024-01-22 21:45:00,46.71
2024-01-22 22:00:00,67.65
2024-01-22 22:15:00,54.78
2024-01-22 22:30:00,44.58
2024-01-22 22:45:00,18.53
2024-01-22 23:00:00,44.97
2024-01-22 23:15:00,29.09
2024-01-22 23:30:00,17.71
2024-01-22 23:45:00,-0.67
2024-01-23 00:00:00,42.48
2024-01-23 00:15:00,19.44
2024-01-23 00:30:00,9.85
2024-01-23 00:45:00,-0.53
2024-01-23 01:00:00,17.66
2024-01-23 01:15:00,4.27
2024-01-23 01:30:00,3.44
2024-01-23 01:45:00,3.13
2024-01-23 02:00:00,2.21
2024-01-23 02:15:00,2.72
2024-01-23 02:30:00,5.42
2024-01-23 02:45:00,7.33
2024-01-23 03:00:00,-0.76
2024-01-23 03:15:00,-0.1
2024-01-23 03:30:00,21.44
2024-01-23 03:45:00,33.8
2024-01-23 04:00:00,13.53
2024-01-23 04:15:00,40.79
2024-01-23 04:30:00,64.67
2024-01-23 04:45:00,76.67
2024-01-23 05:00:00,31.61
2024-01-23 05:15:00,61.93
2024-01-23 05:30:00,86.33
2024-01-23 05:45:00,100.95
2024-01-23 06:00:00,59.3
2024-01-23 06:15:00,83.32
2024-01-23 06:30:00,92.41
2024-01-23 06:45:00,109.53
2024-01-23 07:00:00,79.54
2024-01-23 07:15:00,90.3
2024-01-23 07:30:00,94.09
2024-01-23 07:45:00,91.98
2024-01-23 08:00:00,96.14
2024-01-23 08:15:00,96.52
2024-01-23 08:30:00,83.0
2024-01-23 08:45:00,75.01
2024-01-23 09:00:00,86.85
2024-01-23 09:15:00,76.05
2024-01-23 09:30:00,63.86
2024-01-23 09:45:00,50.42
2024-01-23 10:00:00,68.36
2024-01-23 10:15:00,57.98
2024-01-23 10:30:00,48.23
2024-01-23 10:45:00,40.99
2024-01-23 11:00:00,58.2
2024-01-23 11:15:00,53.48
2024-01-23 11:30:00,45.05
2024-01-23 11:45:00,46.09
2024-01-23 12:00:00,43.98
2024-01-23 12:15:00,54.45
2024-01-23 12:30:00,58.07
2024-01-23 12:45:00,60.68
2024-01-23 13:00:00,34.46
2024-01-23 13:15:00,47.64
2024-01-23 13:30:00,51.45
2024-01-23 13:45:00,55.42
2024-01-23 14:00:00,39.79
2024-01-23 14:15:00,57.75
2024-01-23 14:30:00,64.34
2024-01-23 14:45:00,75.19
2024-01-23 15:00:00,57.88
2024-01-23 15:15:00,57.9
2024-01-23 15:30:00,65.14
2024-01-23 15:45:00,68.56
2024-01-23 16:00:00,59.84
2024-01-23 16:15:00,63.2
2024-01-23 16:30:00,70.6
2024-01-23 16:45:00,71.87
2024-01-23 17:00:00,76.94
2024-01-23 17:15:00,66.89
2024-01-23 17:30:00,62.78
2024-01-23 17:45:00,59.69
2024-01-23 18:00:00,73.26
2024-01-23 18:15:00,63.58
2024-01-23 18:30:00,60.47
2024-01-23 18:45:00,50.61
2024-01-23 19:00:00,71.34
2024-01-23 19:15:00,69.28
2024-01-23 19:30:00,67.95
2024-01-23 19:45:00,46.09
2024-01-23 20:00:00,74.18
2024-01-23 20:15:00,63.91
2024-01-23 20:30:00,50.05
2024-01-23 20:45:00,30.36
2024-01-23 21:00:00,66.76
2024-01-23 21:15:00,54.08
2024-01-23 21:30:00,51.5
2024-01-23 21:45:00,33.86
2024-01-23 22:00:00,52.25
2024-01-23 22:15:00,42.97
2024-01-23 22:30:00,20.77
2024-01-23 22:45:00,1.97
2024-01-23 23:00:00,21.15
2024-01-23 23:15:00,3.02
2024-01-23 23:30:00,-6.59
2024-01-23 23:45:00,-8.47
2024-01-24 00:00:00,17.86
2024-01-24 00:15:00,-0.44
2024-01-24 00:30:00,-3.84
2024-01-24 00:45:00,-5.83
2024-01-24 01:00:00,3.59
2024-01-24 01:15:00,-1.35
2024-01-24 01:30:00,-6.72
2024-01-24 01:45:00,-9.19
2024-01-24 02:00:00,-4.71
2024-01-24 02:15:00,-8.63
2024-01-24 02:30:00,-9.13
2024-01-24 02:45:00,-11.05
2024-01-24 03:00:00,-12.09
2024-01-24 03:15:00,-11.72
2024-01-24 03:30:00,-9.57
2024-01-24 03:45:00,-8.22
2024-01-24 04:00:00,-14.23
2024-01-24 04:15:00,-9.46
2024-01-24 04:30:00,3.48
2024-01-24 04:45:00,18.07
2024-01-24 05:00:00,-6.57
2024-01-24 05:15:00,23.9
2024-01-24 05:30:00,55.85
2024-01-24 05:45:00,65.78
2024-01-24 06:00:00,40.33
2024-01-24 06:15:00,53.96
2024-01-24 06:30:00,63.42
2024-01-24 06:45:00,73.23
2024-01-24 07:00:00,56.98
2024-01-24 07:15:00,60.11
2024-01-24 07:30:00,61.76
2024-01-24 07:45:00,60.05
2024-01-24 08:00:00,60.51
2024-01-24 08:15:00,65.51
2024-01-24 08:30:00,59.93
2024-01-24 08:45:00,51.89
2024-01-24 09:00:00,65.57
2024-01-24 09:15:00,58.93
2024-01-24 09:30:00,51.71
2024-01-24 09:45:00,42.12
2024-01-24 10:00:00,55.6
2024-01-24 10:15:00,50.32
2024-01-24 10:30:00,31.7
2024-01-24 10:45:00,21.27
2024-01-24 11:00:00,50.52
2024-01-24 11:15:00,42.87
2024-01-24 11:30:00,41.19
2024-01-24 11:45:00,44.04
2024-01-24 12:00:00,48.79
2024-01-24 12:15:00,49.55
2024-01-24 12:30:00,44.37
2024-01-24 12:45:00,41.91
2024-01-24 13:00:00,41.79
2024-01-24 13:15:00,49.53
2024-01-24 13:30:00,48.91
2024-01-24 13:45:00,53.36
2024-01-24 14:00:00,43.39
2024-01-24 14:15:00,53.32
2024-01-24 14:30:00,60.82
2024-01-24 14:45:00,70.51
2024-01-24 15:00:00,42.65
2024-01-24 15:15:00,56.3
2024-01-24 15:30:00,66.9
2024-01-24 15:45:00,70.74
2024-01-24 16:00:00,49.84
2024-01-24 16:15:00,63.29
2024-01-24 16:30:00,73.35
2024-01-24 16:45:00,74.63
2024-01-24 17:00:00,70.64
2024-01-24 17:15:00,70.15
2024-01-24 17:30:00,74.17
2024-01-24 17:45:00,73.51
2024-01-24 18:00:00,79.21
2024-01-24 18:15:00,78.07
2024-01-24 18:30:00,69.33
2024-01-24 18:45:00,62.36
2024-01-24 19:00:00,77.18
2024-01-24 19:15:00,74.6
2024-01-24 19:30:00,59.24
2024-01-24 19:45:00,50.5
2024-01-24 20:00:00,79.52
2024-01-24 20:15:00,67.2
2024-01-24 20:30:00,49.08
2024-01-24 20:45:00,31.75
2024-01-24 21:00:00,63.12
2024-01-24 21:15:00,56.56
2024-01-24 21:30:00,52.8
2024-01-24 21:45:00,38.51
2024-01-24 22:00:00,60.43
2024-01-24 22:15:00,48.74
2024-01-24 22:30:00,46.95
2024-01-24 22:45:00,30.5
2024-01-24 23:00:00,57.77
2024-01-24 23:15:00,60.64
2024-01-24 23:30:00,33.91
2024-01-24 23:45:00,19.54
2024-01-25 00:00:00,66.01
2024-01-25 00:15:00,51.6
2024-01-25 00:30:00,51.02
2024-01-25 00:45:00,43.92
2024-01-25 01:00:00,48.36
2024-01-25 01:15:00,48.96
2024-01-25 01:30:00,50.47
2024-01-25 01:45:00,54.89
2024-01-25 02:00:00,43.84
2024-01-25 02:15:00,47.77
2024-01-25 02:30:00,52.43
2024-01-25 02:45:00,53.41
2024-01-25 03:00:00,25.66
2024-01-25 03:15:00,43.52
2024-01-25 03:30:00,50.53
2024-01-25 03:45:00,58.44
2024-01-25 04:00:00,29.92
2024-01-25 04:15:00,33.75
2024-01-25 04:30:00,48.57
2024-01-25 04:45:00,61.2
2024-01-25 05:00:00,24.41
2024-01-25 05:15:00,42.2
2024-01-25 05:30:00,65.28
2024-01-25 05:45:00,81.89
2024-01-25 06:00:00,56.43
2024-01-25 06:15:00,68.54
2024-01-25 06:30:00,76.45
2024-01-25 06:45:00,83.1
2024-01-25 07:00:00,76.22
2024-01-25 07:15:00,87.88
2024-01-25 07:30:00,85.06
2024-01-25 07:45:00,78.54
2024-01-25 08:00:00,73.18
2024-01-25 08:15:00,70.68
2024-01-25 08:30:00,65.97
2024-01-25 08:45:00,60.65
2024-01-25 09:00:00,77.74
2024-01-25 09:15:00,50.91
2024-01-25 09:30:00,34.82
2024-01-25 09:45:00,27.18
2024-01-25 10:00:00,46.07
2024-01-25 10:15:00,53.22
2024-01-25 10:30:00,60.71
2024-01-25 10:45:00,63.49
2024-01-25 11:00:00,72.42
2024-01-25 11:15:00,74.47
2024-01-25 11:30:00,70.09
2024-01-25 11:45:00,68.89
2024-01-25 12:00:00,55.01
2024-01-25 12:15:00,54.67
2024-01-25 12:30:00,58.93
2024-01-25 12:45:00,60.85
2024-01-25 13:00:00,55.66
2024-01-25 13:15:00,66.96
2024-01-25 13:30:00,79.34
2024-01-25 13:45:00,90.21
2024-01-25 14:00:00,67.15
2024-01-25 14:15:00,62.26
2024-01-25 14:30:00,66.9
2024-01-25 14:45:00,80.74
2024-01-25 15:00:00,61.03
2024-01-25 15:15:00,68.03
2024-01-25 15:30:00,78.22
2024-01-25 15:45:00,94.27
2024-01-25 16:00:00,71.15
2024-01-25 16:15:00,83.41
2024-01-25 16:30:00,97.2
2024-01-25 16:45:00,102.52
2024-01-25 17:00:00,106.61
2024-01-25 17:15:00,95.07
2024-01-25 17:30:00,92.69
2024-01-25 17:45:00,80.35
2024-01-25 18:00:00,101.65
2024-01-25 18:15:00,83.79
2024-01-25 18:30:00,78.31
2024-01-25 18:45:00,71.52
2024-01-25 19:00:00,89.95
2024-01-25 19:15:00,78.63
2024-01-25 19:30:00,68.68
2024-01-25 19:45:00,68.13
2024-01-25 20:00:00,87.94
2024-01-25 20:15:00,80.21
2024-01-25 20:30:00,70.53
2024-01-25 20:45:00,63.37
2024-01-25 21:00:00,88.71
2024-01-25 21:15:00,74.63
2024-01-25 21:30:00,81.74
2024-01-25 21:45:00,68.54
2024-01-25 22:00:00,85.32
2024-01-25 22:15:00,78.31
2024-01-25 22:30:00,70.27
2024-01-25 22:45:00,55.45
2024-01-25 23:00:00,77.89
2024-01-25 23:15:00,77.97
2024-01-25 23:30:00,64.61
2024-01-25 23:45:00,59.53
2024-01-26 00:00:00,89.35
2024-01-26 00:15:00,77.21
2024-01-26 00:30:00,60.34
2024-01-26 00:45:00,56.15
2024-01-26 01:00:00,83.75
2024-01-26 01:15:00,72.58
2024-01-26 01:30:00,63.75
2024-01-26 01:45:00,58.34
2024-01-26 02:00:00,73.61
2024-01-26 02:15:00,64.84
2024-01-26 02:30:00,63.41
2024-01-26 02:45:00,56.92
2024-01-26 03:00:00,65.93
2024-01-26 03:15:00,61.45
2024-01-26 03:30:00,65.77
2024-01-26 03:45:00,61.66
2024-01-26 04:00:00,59.02
2024-01-26 04:15:00,62.2
2024-01-26 04:30:00,61.94
2024-01-26 04:45:00,63.2
2024-01-26 05:00:00,62.64
2024-01-26 05:15:00,57.81
2024-01-26 05:30:00,76.77
2024-01-26 05:45:00,82.09
2024-01-26 06:00:00,76.85
2024-01-26 06:15:00,78.9
2024-01-26 06:30:00,75.1
2024-01-26 06:45:00,70.59
2024-01-26 07:00:00,79.2
2024-01-26 07:15:00,71.48
2024-01-26 07:30:00,67.1
2024-01-26 07:45:00,65.43
2024-01-26 08:00:00,81.11
2024-01-26 08:15:00,74.34
2024-01-26 08:30:00,66.23
2024-01-26 08:45:00,53.15
2024-01-26 09:00:00,84.86
2024-01-26 09:15:00,83.01
2024-01-26 09:30:00,67.3
2024-01-26 09:45:00,56.27
2024-01-26 10:00:00,75.89
2024-01-26 10:15:00,79.88
2024-01-26 10:30:00,68.93
2024-01-26 10:45:00,58.69
2024-01-26 11:00:00,73.24
2024-01-26 11:15:00,60.26
2024-01-26 11:30:00,53.89
2024-01-26 11:45:00,47.19
2024-01-26 12:00:00,69.13
2024-01-26 12:15:00,57.32
2024-01-26 12:30:00,54.64
2024-01-26 12:45:00,41.93
2024-01-26 13:00:00,47.28
2024-01-26 13:15:00,54.74
2024-01-26 13:30:00,61.39
2024-01-26 13:45:00,57.54
2024-01-26 14:00:00,41.59
2024-01-26 14:15:00,38.35
2024-01-26 14:30:00,45.36
2024-01-26 14:45:00,58.37
2024-01-26 15:00:00,20.18
2024-01-26 15:15:00,41.23
2024-01-26 15:30:00,57.89
2024-01-26 15:45:00,70.65
2024-01-26 16:00:00,40.78
2024-01-26 16:15:00,50.85
2024-01-26 16:30:00,61.43
2024-01-26 16:45:00,62.48
2024-01-26 17:00:00,58.35
2024-01-26 17:15:00,61.47
2024-01-26 17:30:00,68.34
2024-01-26 17:45:00,71.87
2024-01-26 18:00:00,70.38
2024-01-26 18:15:00,69.99
2024-01-26 18:30:00,70.02
2024-01-26 18:45:00,63.32
2024-01-26 19:00:00,74.0
2024-01-26 19:15:00,68.76
2024-01-26 19:30:00,57.67
2024-01-26 19:45:00,53.14
2024-01-26 20:00:00,76.59
2024-01-26 20:15:00,70.54
2024-01-26 20:30:00,58.76
2024-01-26 20:45:00,50.9
2024-01-26 21:00:00,73.04
2024-01-26 21:15:00,63.09
2024-01-26 21:30:00,65.48
2024-01-26 21:45:00,59.24
2024-01-26 22:00:00,70.22
2024-01-26 22:15:00,64.11
2024-01-26 22:30:00,71.92
2024-01-26 22:45:00,51.54
2024-01-26 23:00:00,75.89
2024-01-26 23:15:00,70.74
2024-01-26 23:30:00,66.43
2024-01-26 23:45:00,57.13
2024-01-27 00:00:00,61.25
2024-01-27 00:15:00,55.72
2024-01-27 00:30:00,57.16
2024-01-27 00:45:00,51.24
2024-01-27 01:00:00,58.9
2024-01-27 01:15:00,58.9
2024-01-27 01:30:00,53.07
2024-01-27 01:45:00,46.39
2024-01-27 02:00:00,50.62
2024-01-27 02:15:00,50.29
2024-01-27 02:30:00,54.83
2024-01-27 02:45:00,61.03
2024-01-27 03:00:00,51.53
2024-01-27 03:15:00,64.08
2024-01-27 03:30:00,60.63
2024-01-27 03:45:00,69.4
2024-01-27 04:00:00,51.94
2024-01-27 04:15:00,53.5
2024-01-27 04:30:00,60.98
2024-01-27 04:45:00,69.17
2024-01-27 05:00:00,47.7
2024-01-27 05:15:00,56.32
2024-01-27 05:30:00,62.44
2024-01-27 05:45:00,68.06
2024-01-27 06:00:00,35.04
2024-01-27 06:15:00,46.34
2024-01-27 06:30:00,62.36
2024-01-27 06:45:00,67.78
2024-01-27 07:00:00,51.12
2024-01-27 07:15:00,57.83
2024-01-27 07:30:00,58.81
2024-01-27 07:45:00,51.91
2024-01-27 08:00:00,72.42
2024-01-27 08:15:00,59.6
2024-01-27 08:30:00,48.93
2024-01-27 08:45:00,30.12
2024-01-27 09:00:00,65.4
2024-01-27 09:15:00,44.1
2024-01-27 09:30:00,30.87
2024-01-27 09:45:00,17.71
2024-01-27 10:00:00,46.5
2024-01-27 10:15:00,32.04
2024-01-27 10:30:00,25.37
2024-01-27 10:45:00,19.69
2024-01-27 11:00:00,33.54
2024-01-27 11:15:00,26.55
2024-01-27 11:30:00,20.66
2024-01-27 11:45:00,20.53
2024-01-27 12:00:00,8.35
2024-01-27 12:15:00,14.76
2024-01-27 12:30:00,25.14
2024-01-27 12:45:00,31.85
2024-01-27 13:00:00,10.11
2024-01-27 13:15:00,30.73
2024-01-27 13:30:00,48.36
2024-01-27 13:45:00,78.77
2024-01-27 14:00:00,11.94
2024-01-27 14:15:00,48.2
2024-01-27 14:30:00,77.91
2024-01-27 14:45:00,98.06
2024-01-27 15:00:00,59.34
2024-01-27 15:15:00,81.42
2024-01-27 15:30:00,93.15
2024-01-27 15:45:00,98.66
2024-01-27 16:00:00,64.61
2024-01-27 16:15:00,60.6
2024-01-27 16:30:00,72.15
2024-01-27 16:45:00,85.74
2024-01-27 17:00:00,104.05
2024-01-27 17:15:00,77.94
2024-01-27 17:30:00,70.89
2024-01-27 17:45:00,61.94
2024-01-27 18:00:00,105.27
2024-01-27 18:15:00,68.9
2024-01-27 18:30:00,57.15
2024-01-27 18:45:00,61.55
2024-01-27 19:00:00,87.42
2024-01-27 19:15:00,69.45
2024-01-27 19:30:00,66.05
2024-01-27 19:45:00,61.77
2024-01-27 20:00:00,81.19
2024-01-27 20:15:00,71.82
2024-01-27 20:30:00,64.93
2024-01-27 20:45:00,55.21
2024-01-27 21:00:00,65.38
2024-01-27 21:15:00,53.41
2024-01-27 21:30:00,54.43
2024-01-27 21:45:00,53.52
2024-01-27 22:00:00,66.82
2024-01-27 22:15:00,61.32
2024-01-27 22:30:00,55.81
2024-01-27 22:45:00,51.05
2024-01-27 23:00:00,51.67
2024-01-27 23:15:00,55.08
2024-01-27 23:30:00,50.87
2024-01-27 23:45:00,52.21
2024-01-28 00:00:00,51.42
2024-01-28 00:15:00,51.01
2024-01-28 00:30:00,50.93
2024-01-28 00:45:00,45.7
2024-01-28 01:00:00,45.83
2024-01-28 01:15:00,47.52
2024-01-28 01:30:00,44.34
2024-01-28 01:45:00,45.39
2024-01-28 02:00:00,49.97
2024-01-28 02:15:00,45.32
2024-01-28 02:30:00,42.79
2024-01-28 02:45:00,44.21
2024-01-28 03:00:00,48.79
2024-01-28 03:15:00,47.87
2024-01-28 03:30:00,44.39
2024-01-28 03:45:00,42.58
2024-01-28 04:00:00,55.57
2024-01-28 04:15:00,46.94
2024-01-28 04:30:00,49.26
2024-01-28 04:45:00,46.6
2024-01-28 05:00:00,44.45
2024-01-28 05:15:00,47.44
2024-01-28 05:30:00,50.86
2024-01-28 05:45:00,46.08
2024-01-28 06:00:00,42.55
2024-01-28 06:15:00,48.81
2024-01-28 06:30:00,49.21
2024-01-28 06:45:00,54.7
2024-01-28 07:00:00,63.94
2024-01-28 07:15:00,54.6
2024-01-28 07:30:00,45.68
2024-01-28 07:45:00,27.51
2024-01-28 08:00:00,70.59
2024-01-28 08:15:00,35.05
2024-01-28 08:30:00,20.21
2024-01-28 08:45:00,-7.54
2024-01-28 09:00:00,64.71
2024-01-28 09:15:00,34.32
2024-01-28 09:30:00,22.87
2024-01-28 09:45:00,0.59
2024-01-28 10:00:00,46.9
2024-01-28 10:15:00,31.79
2024-01-28 10:30:00,38.11
2024-01-28 10:45:00,26.82
2024-01-28 11:00:00,34.65
2024-01-28 11:15:00,20.49
2024-01-28 11:30:00,14.31
2024-01-28 11:45:00,11.73
2024-01-28 12:00:00,-8.4
2024-01-28 12:15:00,-7.2
2024-01-28 12:30:00,1.9
2024-01-28 12:45:00,14.72
2024-01-28 13:00:00,-3.71
2024-01-28 13:15:00,17.91
2024-01-28 13:30:00,52.87
2024-01-28 13:45:00,75.38
2024-01-28 14:00:00,11.83
2024-01-28 14:15:00,52.77
2024-01-28 14:30:00,63.57
2024-01-28 14:45:00,75.5
2024-01-28 15:00:00,47.95
2024-01-28 15:15:00,64.58
2024-01-28 15:30:00,72.09
2024-01-28 15:45:00,77.32
2024-01-28 16:00:00,70.14
2024-01-28 16:15:00,60.31
2024-01-28 16:30:00,59.5
2024-01-28 16:45:00,58.34
2024-01-28 17:00:00,59.13
2024-01-28 17:15:00,54.99
2024-01-28 17:30:00,53.16
2024-01-28 17:45:00,45.52
2024-01-28 18:00:00,54.98
2024-01-28 18:15:00,50.25
2024-01-28 18:30:00,47.19
2024-01-28 18:45:00,38.58
2024-01-28 19:00:00,62.55
2024-01-28 19:15:00,54.85
2024-01-28 19:30:00,44.04
2024-01-28 19:45:00,34.0
2024-01-28 20:00:00,43.34
2024-01-28 20:15:00,37.31
2024-01-28 20:30:00,33.25
2024-01-28 20:45:00,32.31
2024-01-28 21:00:00,56.67
2024-01-28 21:15:00,47.97
2024-01-28 21:30:00,40.54
2024-01-28 21:45:00,30.1
2024-01-28 22:00:00,50.6
2024-01-28 22:15:00,39.44
2024-01-28 22:30:00,27.18
2024-01-28 22:45:00,24.14
2024-01-28 23:00:00,57.61
2024-01-28 23:15:00,57.07
2024-01-28 23:30:00,43.88
2024-01-28 23:45:00,37.69
