,prices
2024-06-24 00:00:00,91.67
2024-06-24 00:15:00,85.1
2024-06-24 00:30:00,80.46
2024-06-24 00:45:00,80.24
2024-06-24 01:00:00,84.87
2024-06-24 01:15:00,79.4
2024-06-24 01:30:00,85.2
2024-06-24 01:45:00,92.63
2024-06-24 02:00:00,90.67
2024-06-24 02:15:00,93.3
2024-06-24 02:30:00,103.38
2024-06-24 02:45:00,100.55
2024-06-24 03:00:00,86.45
2024-06-24 03:15:00,95.83
2024-06-24 03:30:00,108.24
2024-06-24 03:45:00,136.8
2024-06-24 04:00:00,109.94
2024-06-24 04:15:00,116.45
2024-06-24 04:30:00,126.93
2024-06-24 04:45:00,122.0
2024-06-24 05:00:00,214.82
2024-06-24 05:15:00,106.43
2024-06-24 05:30:00,97.26
2024-06-24 05:45:00,74.15
2024-06-24 06:00:00,161.05
2024-06-24 06:15:00,101.39
2024-06-24 06:30:00,80.46
2024-06-24 06:45:00,66.75
2024-06-24 07:00:00,127.25
2024-06-24 07:15:00,86.78
2024-06-24 07:30:00,60.47
2024-06-24 07:45:00,43.48
2024-06-24 08:00:00,81.58
2024-06-24 08:15:00,68.31
2024-06-24 08:30:00,40.37
2024-06-24 08:45:00,-6.46
2024-06-24 09:00:00,79.28
2024-06-24 09:15:00,57.68
2024-06-24 09:30:00,36.4
2024-06-24 09:45:00,4.08
2024-06-24 10:00:00,66.14
2024-06-24 10:15:00,39.36
2024-06-24 10:30:00,27.44
2024-06-24 10:45:00,18.11
2024-06-24 11:00:00,31.36
2024-06-24 11:15:00,26.33
2024-06-24 11:30:00,11.79
2024-06-24 11:45:00,-1.33
2024-06-24 12:00:00,-10.97
2024-06-24 12:15:00,14.97
2024-06-24 12:30:00,38.0
2024-06-24 12:45:00,57.94
2024-06-24 13:00:00,-9.36
2024-06-24 13:15:00,21.95
2024-06-24 13:30:00,46.47
2024-06-24 13:45:00,69.38
2024-06-24 14:00:00,-3.19
2024-06-24 14:15:00,47.25
2024-06-24 14:30:00,52.92
2024-06-24 14:45:00,69.84
2024-06-24 15:00:00,47.93
2024-06-24 15:15:00,58.95
2024-06-24 15:30:00,76.5
2024-06-24 15:45:00,94.33
2024-06-24 16:00:00,54.74
2024-06-24 16:15:00,70.16
2024-06-24 16:30:00,89.81
2024-06-24 16:45:00,113.71
2024-06-24 17:00:00,65.16
2024-06-24 17:15:00,83.37
2024-06-24 17:30:00,103.33
2024-06-24 17:45:00,180.67
2024-06-24 18:00:00,146.91
2024-06-24 18:15:00,151.34
2024-06-24 18:30:00,178.6
2024-06-24 18:45:00,181.6
2024-06-24 19:00:00,641.73
2024-06-24 19:15:00,394.85
2024-06-24 19:30:00,192.36
2024-06-24 19:45:00,126.53
2024-06-24 20:00:00,141.55
2024-06-24 20:15:00,95.98
2024-06-24 20:30:00,108.58
2024-06-24 20:45:00,92.44
2024-06-24 21:00:00,102.3
2024-06-24 21:15:00,96.64
2024-06-24 21:30:00,92.82
2024-06-24 21:45:00,81.85
2024-06-24 22:00:00,98.68
2024-06-24 22:15:00,92.45
2024-06-24 22:30:00,71.79
2024-06-24 22:45:00,69.22
2024-06-24 23:00:00,94.0
2024-06-24 23:15:00,79.16
2024-06-24 23:30:00,74.83
2024-06-24 23:45:00,74.26
2024-06-25 00:00:00,80.2
2024-06-25 00:15:00,77.24
2024-06-25 00:30:00,75.64
2024-06-25 00:45:00,74.4
2024-06-25 01:00:00,77.7
2024-06-25 01:15:00,76.25
2024-06-25 01:30:00,75.64
2024-06-25 01:45:00,77.05
2024-06-25 02:00:00,69.83
2024-06-25 02:15:00,74.53
2024-06-25 02:30:00,84.49
2024-06-25 02:45:00,91.18
2024-06-25 03:00:00,74.77
2024-06-25 03:15:00,82.48
2024-06-25 03:30:00,96.62
2024-06-25 03:45:00,104.04
2024-06-25 04:00:00,92.77
2024-06-25 04:15:00,98.09
2024-06-25 04:30:00,104.56
2024-06-25 04:45:00,104.91
2024-06-25 05:00:00,128.6
2024-06-25 05:15:00,107.53
2024-06-25 05:30:00,101.8
2024-06-25 05:45:00,84.39
2024-06-25 06:00:00,114.36
2024-06-25 06:15:00,98.55
2024-06-25 06:30:00,85.63
2024-06-25 06:45:00,72.2
2024-06-25 07:00:00,106.49
2024-06-25 07:15:00,75.54
2024-06-25 07:30:00,59.61
2024-06-25 07:45:00,29.91
2024-06-25 08:00:00,104.0
2024-06-25 08:15:00,74.72
2024-06-25 08:30:00,43.38
2024-06-25 08:45:00,-0.78
2024-06-25 09:00:00,71.09
2024-06-25 09:15:00,29.37
2024-06-25 09:30:00,-2.1
2024-06-25 09:45:00,-22.78
2024-06-25 10:00:00,43.29
2024-06-25 10:15:00,4.96
2024-06-25 10:30:00,-6.7
2024-06-25 10:45:00,-13.27
2024-06-25 11:00:00,33.3
2024-06-25 11:15:00,14.89
2024-06-25 11:30:00,0.22
2024-06-25 11:45:00,-7.15
2024-06-25 12:00:00,-7.12
2024-06-25 12:15:00,-2.21
2024-06-25 12:30:00,0.32
2024-06-25 12:45:00,11.81
2024-06-25 13:00:00,-23.88
2024-06-25 13:15:00,-12.05
2024-06-25 13:30:00,-6.68
2024-06-25 13:45:00,16.74
2024-06-25 14:00:00,-21.94
2024-06-25 14:15:00,-8.03
2024-06-25 14:30:00,15.98
2024-06-25 14:45:00,58.62
2024-06-25 15:00:00,-10.44
2024-06-25 15:15:00,42.73
2024-06-25 15:30:00,65.31
2024-06-25 15:45:00,80.0
2024-06-25 16:00:00,47.5
2024-06-25 16:15:00,64.61
2024-06-25 16:30:00,81.43
2024-06-25 16:45:00,106.18
2024-06-25 17:00:00,73.84
2024-06-25 17:15:00,87.11
2024-06-25 17:30:00,105.33
2024-06-25 17:45:00,134.63
2024-06-25 18:00:00,104.19
2024-06-25 18:15:00,136.72
2024-06-25 18:30:00,147.51
2024-06-25 18:45:00,138.75
2024-06-25 19:00:00,173.16
2024-06-25 19:15:00,132.86
2024-06-25 19:30:00,124.77
2024-06-25 19:45:00,107.58
2024-06-25 20:00:00,138.12
2024-06-25 20:15:00,105.75
2024-06-25 20:30:00,115.47
2024-06-25 20:45:00,99.86
2024-06-25 21:00:00,130.75
2024-06-25 21:15:00,131.18
2024-06-25 21:30:00,104.5
2024-06-25 21:45:00,98.7
2024-06-25 22:00:00,106.06
2024-06-25 22:15:00,92.6
2024-06-25 22:30:00,75.64
2024-06-25 22:45:00,82.31
2024-06-25 23:00:00,83.52
2024-06-25 23:15:00,79.03
2024-06-25 23:30:00,79.11
2024-06-25 23:45:00,82.38
2024-06-26 00:00:00,78.87
2024-06-26 00:15:00,76.89
2024-06-26 00:30:00,78.04
2024-06-26 00:45:00,80.52
2024-06-26 01:00:00,80.8
2024-06-26 01:15:00,83.28
2024-06-26 01:30:00,83.84
2024-06-26 01:45:00,88.4
2024-06-26 02:00:00,80.62
2024-06-26 02:15:00,77.52
2024-06-26 02:30:00,88.11
2024-06-26 02:45:00,89.64
2024-06-26 03:00:00,83.82
2024-06-26 03:15:00,79.11
2024-06-26 03:30:00,86.49
2024-06-26 03:45:00,91.49
2024-06-26 04:00:00,99.52
2024-06-26 04:15:00,107.71
2024-06-26 04:30:00,110.56
2024-06-26 04:45:00,101.05
2024-06-26 05:00:00,134.37
2024-06-26 05:15:00,101.12
2024-06-26 05:30:00,111.94
2024-06-26 05:45:00,85.47
2024-06-26 06:00:00,186.83
2024-06-26 06:15:00,114.21
2024-06-26 06:30:00,96.47
2024-06-26 06:45:00,59.68
2024-06-26 07:00:00,119.91
2024-06-26 07:15:00,76.78
2024-06-26 07:30:00,73.05
2024-06-26 07:45:00,48.39
2024-06-26 08:00:00,89.83
2024-06-26 08:15:00,68.69
2024-06-26 08:30:00,55.8
2024-06-26 08:45:00,21.21
2024-06-26 09:00:00,74.02
2024-06-26 09:15:00,52.79
2024-06-26 09:30:00,27.58
2024-06-26 09:45:00,-3.93
2024-06-26 10:00:00,58.31
2024-06-26 10:15:00,16.85
2024-06-26 10:30:00,8.07
2024-06-26 10:45:00,-0.53
2024-06-26 11:00:00,12.25
2024-06-26 11:15:00,10.25
2024-06-26 11:30:00,10.07
2024-06-26 11:45:00,8.44
2024-06-26 12:00:00,-6.39
2024-06-26 12:15:00,15.11
2024-06-26 12:30:00,27.91
2024-06-26 12:45:00,67.12
2024-06-26 13:00:00,20.08
2024-06-26 13:15:00,64.36
2024-06-26 13:30:00,65.26
2024-06-26 13:45:00,87.08
2024-06-26 14:00:00,19.73
2024-06-26 14:15:00,56.97
2024-06-26 14:30:00,64.0
2024-06-26 14:45:00,79.99
2024-06-26 15:00:00,52.44
2024-06-26 15:15:00,69.78
2024-06-26 15:30:00,85.81
2024-06-26 15:45:00,105.66
2024-06-26 16:00:00,69.01
2024-06-26 16:15:00,78.62
2024-06-26 16:30:00,100.54
2024-06-26 16:45:00,151.86
2024-06-26 17:00:00,99.78
2024-06-26 17:15:00,128.67
2024-06-26 17:30:00,156.1
2024-06-26 17:45:00,242.56
2024-06-26 18:00:00,273.87
2024-06-26 18:15:00,255.85
2024-06-26 18:30:00,351.95
2024-06-26 18:45:00,415.41
2024-06-26 19:00:00,441.52
2024-06-26 19:15:00,162.38
2024-06-26 19:30:00,115.16
2024-06-26 19:45:00,97.53
2024-06-26 20:00:00,140.85
2024-06-26 20:15:00,111.59
2024-06-26 20:30:00,114.28
2024-06-26 20:45:00,97.41
2024-06-26 21:00:00,111.51
2024-06-26 21:15:00,95.17
2024-06-26 21:30:00,90.93
2024-06-26 21:45:00,81.59
2024-06-26 22:00:00,106.66
2024-06-26 22:15:00,104.88
2024-06-26 22:30:00,79.68
2024-06-26 22:45:00,81.54
2024-06-26 23:00:00,101.73
2024-06-26 23:15:00,89.72
2024-06-26 23:30:00,83.92
2024-06-26 23:45:00,97.47
2024-06-27 00:00:00,87.04
2024-06-27 00:15:00,81.28
2024-06-27 00:30:00,86.29
2024-06-27 00:45:00,89.54
2024-06-27 01:00:00,93.85
2024-06-27 01:15:00,90.51
2024-06-27 01:30:00,100.41
2024-06-27 01:45:00,99.09
2024-06-27 02:00:00,82.61
2024-06-27 02:15:00,85.65
2024-06-27 02:30:00,100.98
2024-06-27 02:45:00,99.82
2024-06-27 03:00:00,86.78
2024-06-27 03:15:00,84.36
2024-06-27 03:30:00,96.42
2024-06-27 03:45:00,108.77
2024-06-27 04:00:00,105.96
2024-06-27 04:15:00,104.05
2024-06-27 04:30:00,112.28
2024-06-27 04:45:00,123.06
2024-06-27 05:00:00,155.09
2024-06-27 05:15:00,135.88
2024-06-27 05:30:00,132.9
2024-06-27 05:45:00,113.33
2024-06-27 06:00:00,165.83
2024-06-27 06:15:00,115.67
2024-06-27 06:30:00,99.46
2024-06-27 06:45:00,78.86
2024-06-27 07:00:00,117.31
2024-06-27 07:15:00,98.75
2024-06-27 07:30:00,81.37
2024-06-27 07:45:00,73.43
2024-06-27 08:00:00,93.02
2024-06-27 08:15:00,80.94
2024-06-27 08:30:00,70.89
2024-06-27 08:45:00,52.95
2024-06-27 09:00:00,78.25
2024-06-27 09:15:00,61.59
2024-06-27 09:30:00,42.98
2024-06-27 09:45:00,17.3
2024-06-27 10:00:00,68.04
2024-06-27 10:15:00,55.2
2024-06-27 10:30:00,41.31
2024-06-27 10:45:00,34.3
2024-06-27 11:00:00,49.87
2024-06-27 11:15:00,24.78
2024-06-27 11:30:00,18.87
2024-06-27 11:45:00,10.56
2024-06-27 12:00:00,7.47
2024-06-27 12:15:00,18.02
2024-06-27 12:30:00,34.86
2024-06-27 12:45:00,42.29
2024-06-27 13:00:00,13.9
2024-06-27 13:15:00,32.81
2024-06-27 13:30:00,38.51
2024-06-27 13:45:00,39.85
2024-06-27 14:00:00,4.73
2024-06-27 14:15:00,19.52
2024-06-27 14:30:00,30.2
2024-06-27 14:45:00,40.34
2024-06-27 15:00:00,16.5
2024-06-27 15:15:00,37.41
2024-06-27 15:30:00,74.42
2024-06-27 15:45:00,98.85
2024-06-27 16:00:00,71.1
2024-06-27 16:15:00,78.71
2024-06-27 16:30:00,101.48
2024-06-27 16:45:00,121.29
2024-06-27 17:00:00,94.9
2024-06-27 17:15:00,100.95
2024-06-27 17:30:00,130.75
2024-06-27 17:45:00,198.64
2024-06-27 18:00:00,132.26
2024-06-27 18:15:00,159.17
2024-06-27 18:30:00,187.1
2024-06-27 18:45:00,253.72
2024-06-27 19:00:00,248.39
2024-06-27 19:15:00,141.67
2024-06-27 19:30:00,119.83
2024-06-27 19:45:00,118.63
2024-06-27 20:00:00,147.63
2024-06-27 20:15:00,121.05
2024-06-27 20:30:00,114.24
2024-06-27 20:45:00,114.58
2024-06-27 21:00:00,117.55
2024-06-27 21:15:00,104.36
2024-06-27 21:30:00,96.53
2024-06-27 21:45:00,81.97
2024-06-27 22:00:00,114.23
2024-06-27 22:15:00,115.61
2024-06-27 22:30:00,99.0
2024-06-27 22:45:00,103.09
2024-06-27 23:00:00,102.08
2024-06-27 23:15:00,109.07
2024-06-27 23:30:00,93.29
2024-06-27 23:45:00,100.41
2024-06-28 00:00:00,99.27
2024-06-28 00:15:00,97.55
2024-06-28 00:30:00,93.53
2024-06-28 00:45:00,87.76
2024-06-28 01:00:00,101.21
2024-06-28 01:15:00,91.15
2024-06-28 01:30:00,90.27
2024-06-28 01:45:00,87.33
2024-06-28 02:00:00,88.01
2024-06-28 02:15:00,92.74
2024-06-28 02:30:00,91.17
2024-06-28 02:45:00,91.73
2024-06-28 03:00:00,87.93
2024-06-28 03:15:00,88.0
2024-06-28 03:30:00,90.03
2024-06-28 03:45:00,92.92
2024-06-28 04:00:00,98.25
2024-06-28 04:15:00,99.68
2024-06-28 04:30:00,97.91
2024-06-28 04:45:00,93.71
2024-06-28 05:00:00,108.51
2024-06-28 05:15:00,98.53
2024-06-28 05:30:00,92.31
2024-06-28 05:45:00,89.28
2024-06-28 06:00:00,105.18
2024-06-28 06:15:00,88.69
2024-06-28 06:30:00,71.85
2024-06-28 06:45:00,44.21
2024-06-28 07:00:00,79.75
2024-06-28 07:15:00,67.92
2024-06-28 07:30:00,56.89
2024-06-28 07:45:00,31.66
2024-06-28 08:00:00,79.73
2024-06-28 08:15:00,53.24
2024-06-28 08:30:00,24.64
2024-06-28 08:45:00,3.63
2024-06-28 09:00:00,46.39
2024-06-28 09:15:00,-1.29
2024-06-28 09:30:00,-17.62
2024-06-28 09:45:00,-37.36
2024-06-28 10:00:00,5.95
2024-06-28 10:15:00,-18.63
2024-06-28 10:30:00,-21.69
2024-06-28 10:45:00,-34.01
2024-06-28 11:00:00,2.25
2024-06-28 11:15:00,-14.69
2024-06-28 11:30:00,-27.24
2024-06-28 11:45:00,-40.07
2024-06-28 12:00:00,-27.11
2024-06-28 12:15:00,-25.83
2024-06-28 12:30:00,-33.39
2024-06-28 12:45:00,-35.24
2024-06-28 13:00:00,-48.92
2024-06-28 13:15:00,-36.13
2024-06-28 13:30:00,-25.34
2024-06-28 13:45:00,-13.61
2024-06-28 14:00:00,-71.51
2024-06-28 14:15:00,-33.86
2024-06-28 14:30:00,-16.09
2024-06-28 14:45:00,17.57
2024-06-28 15:00:00,-34.22
2024-06-28 15:15:00,-11.09
2024-06-28 15:30:00,20.97
2024-06-28 15:45:00,65.65
2024-06-28 16:00:00,16.23
2024-06-28 16:15:00,51.44
2024-06-28 16:30:00,74.41
2024-06-28 16:45:00,107.99
2024-06-28 17:00:00,62.91
2024-06-28 17:15:00,88.99
2024-06-28 17:30:00,96.35
2024-06-28 17:45:00,119.81
2024-06-28 18:00:00,80.4
2024-06-28 18:15:00,90.98
2024-06-28 18:30:00,101.41
2024-06-28 18:45:00,127.52
2024-06-28 19:00:00,116.4
2024-06-28 19:15:00,121.14
2024-06-28 19:30:00,122.99
2024-06-28 19:45:00,128.64
2024-06-28 20:00:00,171.41
2024-06-28 20:15:00,137.68
2024-06-28 20:30:00,164.46
2024-06-28 20:45:00,127.48
2024-06-28 21:00:00,115.26
2024-06-28 21:15:00,107.25
2024-06-28 21:30:00,111.3
2024-06-28 21:45:00,107.39
2024-06-28 22:00:00,106.08
2024-06-28 22:15:00,102.32
2024-06-28 22:30:00,89.44
2024-06-28 22:45:00,98.84
2024-06-28 23:00:00,111.9
2024-06-28 23:15:00,108.6
2024-06-28 23:30:00,102.26
2024-06-28 23:45:00,104.09
2024-06-29 00:00:00,107.45
2024-06-29 00:15:00,100.63
2024-06-29 00:30:00,104.72
2024-06-29 00:45:00,101.38
2024-06-29 01:00:00,103.86
2024-06-29 01:15:00,102.72
2024-06-29 01:30:00,100.47
2024-06-29 01:45:00,95.72
2024-06-29 02:00:00,104.94
2024-06-29 02:15:00,100.33
2024-06-29 02:30:00,99.69
2024-06-29 02:45:00,96.82
2024-06-29 03:00:00,110.1
2024-06-29 03:15:00,93.3
2024-06-29 03:30:00,88.92
2024-06-29 03:45:00,88.2
2024-06-29 04:00:00,109.74
2024-06-29 04:15:00,85.5
2024-06-29 04:30:00,73.94
2024-06-29 04:45:00,70.24
2024-06-29 05:00:00,105.14
2024-06-29 05:15:00,87.4
2024-06-29 05:30:00,73.94
2024-06-29 05:45:00,54.77
2024-06-29 06:00:00,108.63
2024-06-29 06:15:00,79.8
2024-06-29 06:30:00,56.33
2024-06-29 06:45:00,15.36
2024-06-29 07:00:00,73.15
2024-06-29 07:15:00,54.54
2024-06-29 07:30:00,29.68
2024-06-29 07:45:00,-35.52
2024-06-29 08:00:00,59.74
2024-06-29 08:15:00,28.0
2024-06-29 08:30:00,12.99
2024-06-29 08:45:00,-27.42
2024-06-29 09:00:00,42.76
2024-06-29 09:15:00,0.9
2024-06-29 09:30:00,0.16
2024-06-29 09:45:00,-28.21
2024-06-29 10:00:00,22.48
2024-06-29 10:15:00,-13.56
2024-06-29 10:30:00,-9.75
2024-06-29 10:45:00,-25.22
2024-06-29 11:00:00,5.77
2024-06-29 11:15:00,-5.04
2024-06-29 11:30:00,-5.3
2024-06-29 11:45:00,-3.61
2024-06-29 12:00:00,-11.89
2024-06-29 12:15:00,9.11
2024-06-29 12:30:00,13.26
2024-06-29 12:45:00,50.17
2024-06-29 13:00:00,-26.35
2024-06-29 13:15:00,36.6
2024-06-29 13:30:00,38.57
2024-06-29 13:45:00,67.83
2024-06-29 14:00:00,-23.97
2024-06-29 14:15:00,42.64
2024-06-29 14:30:00,48.32
2024-06-29 14:45:00,71.47
2024-06-29 15:00:00,18.71
2024-06-29 15:15:00,61.36
2024-06-29 15:30:00,85.87
2024-06-29 15:45:00,122.01
2024-06-29 16:00:00,75.57
2024-06-29 16:15:00,84.92
2024-06-29 16:30:00,97.14
2024-06-29 16:45:00,145.53
2024-06-29 17:00:00,83.92
2024-06-29 17:15:00,97.39
2024-06-29 17:30:00,170.15
2024-06-29 17:45:00,277.22
2024-06-29 18:00:00,243.75
2024-06-29 18:15:00,178.77
2024-06-29 18:30:00,112.52
2024-06-29 18:45:00,83.52
2024-06-29 19:00:00,163.73
2024-06-29 19:15:00,85.92
2024-06-29 19:30:00,70.82
2024-06-29 19:45:00,66.04
2024-06-29 20:00:00,108.51
2024-06-29 20:15:00,77.56
2024-06-29 20:30:00,75.79
2024-06-29 20:45:00,76.47
2024-06-29 21:00:00,88.25
2024-06-29 21:15:00,73.12
2024-06-29 21:30:00,66.46
2024-06-29 21:45:00,58.38
2024-06-29 22:00:00,76.32
2024-06-29 22:15:00,81.55
2024-06-29 22:30:00,76.67
2024-06-29 22:45:00,95.0
2024-06-29 23:00:00,71.08
2024-06-29 23:15:00,77.0
2024-06-29 23:30:00,72.68
2024-06-29 23:45:00,67.0
2024-06-30 00:00:00,52.84
2024-06-30 00:15:00,36.32
2024-06-30 00:30:00,41.16
2024-06-30 00:45:00,38.57
2024-06-30 01:00:00,31.52
2024-06-30 01:15:00,31.58
2024-06-30 01:30:00,29.18
2024-06-30 01:45:00,30.3
2024-06-30 02:00:00,41.49
2024-06-30 02:15:00,36.68
2024-06-30 02:30:00,36.56
2024-06-30 02:45:00,32.26
2024-06-30 03:00:00,24.28
2024-06-30 03:15:00,6.58
2024-06-30 03:30:00,1.25
2024-06-30 03:45:00,1.67
2024-06-30 04:00:00,42.89
2024-06-30 04:15:00,60.19
2024-06-30 04:30:00,68.38
2024-06-30 04:45:00,70.93
2024-06-30 05:00:00,58.47
2024-06-30 05:15:00,60.52
2024-06-30 05:30:00,75.48
2024-06-30 05:45:00,65.12
2024-06-30 06:00:00,73.59
2024-06-30 06:15:00,64.99
2024-06-30 06:30:00,58.19
2024-06-30 06:45:00,45.59
2024-06-30 07:00:00,88.21
2024-06-30 07:15:00,67.52
2024-06-30 07:30:00,74.81
2024-06-30 07:45:00,50.21
2024-06-30 08:00:00,66.14
2024-06-30 08:15:00,52.66
2024-06-30 08:30:00,51.76
2024-06-30 08:45:00,27.84
2024-06-30 09:00:00,54.24
2024-06-30 09:15:00,39.81
2024-06-30 09:30:00,15.53
2024-06-30 09:45:00,-4.48
2024-06-30 10:00:00,50.72
2024-06-30 10:15:00,19.42
2024-06-30 10:30:00,3.34
2024-06-30 10:45:00,-12.88
2024-06-30 11:00:00,18.61
2024-06-30 11:15:00,6.58
2024-06-30 11:30:00,2.47
2024-06-30 11:45:00,-1.81
2024-06-30 12:00:00,2.11
2024-06-30 12:15:00,34.96
2024-06-30 12:30:00,69.05
2024-06-30 12:45:00,67.22
2024-06-30 13:00:00,-8.43
2024-06-30 13:15:00,17.21
2024-06-30 13:30:00,11.28
2024-06-30 13:45:00,49.04
2024-06-30 14:00:00,-11.31
2024-06-30 14:15:00,39.74
2024-06-30 14:30:00,52.41
2024-06-30 14:45:00,81.39
2024-06-30 15:00:00,58.89
2024-06-30 15:15:00,71.08
2024-06-30 15:30:00,88.12
2024-06-30 15:45:00,106.11
2024-06-30 16:00:00,76.42
2024-06-30 16:15:00,87.78
