,prices
2024-06-10 00:00:00,73.96
2024-06-10 01:00:00,71.59
2024-06-10 02:00:00,68.73
2024-06-10 03:00:00,68.27
2024-06-10 04:00:00,69.0
2024-06-10 05:00:00,78.32
2024-06-10 06:00:00,117.4
2024-06-10 07:00:00,185.18
2024-06-10 08:00:00,146.21
2024-06-10 09:00:00,107.25
2024-06-10 10:00:00,89.46
2024-06-10 11:00:00,85.04
2024-06-10 12:00:00,74.3
2024-06-10 13:00:00,73.59
2024-06-10 14:00:00,67.07
2024-06-10 15:00:00,65.88
2024-06-10 16:00:00,70.0
2024-06-10 17:00:00,81.2
2024-06-10 18:00:00,98.53
2024-06-10 19:00:00,118.59
2024-06-10 20:00:00,124.45
2024-06-10 21:00:00,113.32
2024-06-10 22:00:00,98.41
2024-06-10 23:00:00,77.76
2024-06-11 00:00:00,60.07
2024-06-11 01:00:00,56.96
2024-06-11 02:00:00,62.95
2024-06-11 03:00:00,55.82
2024-06-11 04:00:00,60.06
2024-06-11 05:00:00,59.11
2024-06-11 06:00:00,81.83
2024-06-11 07:00:00,100.26
2024-06-11 08:00:00,91.5
2024-06-11 09:00:00,68.27
2024-06-11 10:00:00,49.92
2024-06-11 11:00:00,32.13
2024-06-11 12:00:00,11.12
2024-06-11 13:00:00,0.76
2024-06-11 14:00:00,0.0
2024-06-11 15:00:00,0.03
2024-06-11 16:00:00,13.89
2024-06-11 17:00:00,55.27
2024-06-11 18:00:00,71.65
2024-06-11 19:00:00,100.0
2024-06-11 20:00:00,127.64
2024-06-11 21:00:00,122.37
2024-06-11 22:00:00,106.74
2024-06-11 23:00:00,90.82
2024-06-12 00:00:00,88.85
2024-06-12 01:00:00,85.35
2024-06-12 02:00:00,80.29
2024-06-12 03:00:00,82.11
2024-06-12 04:00:00,86.11
2024-06-12 05:00:00,94.65
2024-06-12 06:00:00,124.74
2024-06-12 07:00:00,136.4
2024-06-12 08:00:00,114.62
2024-06-12 09:00:00,78.65
2024-06-12 10:00:00,64.19
2024-06-12 11:00:00,58.0
2024-06-12 12:00:00,42.09
2024-06-12 13:00:00,40.72
2024-06-12 14:00:00,39.68
2024-06-12 15:00:00,45.34
2024-06-12 16:00:00,63.0
