,prices
2024-08-19 00:00:00,97.39
2024-08-19 01:00:00,90.1
2024-08-19 02:00:00,88.7
2024-08-19 03:00:00,84.86
2024-08-19 04:00:00,84.5
2024-08-19 05:00:00,87.97
2024-08-19 06:00:00,129.0
2024-08-19 07:00:00,152.33
2024-08-19 08:00:00,129.6
2024-08-19 09:00:00,112.58
2024-08-19 10:00:00,96.9
2024-08-19 11:00:00,89.74
2024-08-19 12:00:00,84.38
2024-08-19 13:00:00,78.87
2024-08-19 14:00:00,80.21
2024-08-19 15:00:00,79.9
2024-08-19 16:00:00,84.05
2024-08-19 17:00:00,100.7
2024-08-19 18:00:00,113.97
2024-08-19 19:00:00,200.0
2024-08-19 20:00:00,203.83
2024-08-19 21:00:00,140.11
2024-08-19 22:00:00,100.82
2024-08-19 23:00:00,86.2
2024-08-20 00:00:00,93.6
2024-08-20 01:00:00,89.55
2024-08-20 02:00:00,88.5
2024-08-20 03:00:00,89.31
2024-08-20 04:00:00,86.19
2024-08-20 05:00:00,89.97
2024-08-20 06:00:00,123.06
2024-08-20 07:00:00,133.23
2024-08-20 08:00:00,122.97
2024-08-20 09:00:00,103.09
2024-08-20 10:00:00,75.01
2024-08-20 11:00:00,50.13
2024-08-20 12:00:00,37.69
2024-08-20 13:00:00,18.22
2024-08-20 14:00:00,20.36
2024-08-20 15:00:00,48.9
2024-08-20 16:00:00,82.15
2024-08-20 17:00:00,104.5
2024-08-20 18:00:00,118.07
2024-08-20 19:00:00,158.81
2024-08-20 20:00:00,154.71
2024-08-20 21:00:00,120.89
2024-08-20 22:00:00,103.82
2024-08-20 23:00:00,97.96
2024-08-21 00:00:00,87.36
2024-08-21 01:00:00,82.0
2024-08-21 02:00:00,65.93
2024-08-21 03:00:00,56.09
2024-08-21 04:00:00,60.42
2024-08-21 05:00:00,59.95
2024-08-21 06:00:00,81.3
2024-08-21 07:00:00,85.92
2024-08-21 08:00:00,87.38
2024-08-21 09:00:00,53.16
2024-08-21 10:00:00,0.16
2024-08-21 11:00:00,-4.95
2024-08-21 12:00:00,-13.01
2024-08-21 13:00:00,-20.32
2024-08-21 14:00:00,-21.28
2024-08-21 15:00:00,-16.05
2024-08-21 16:00:00,-12.64
2024-08-21 17:00:00,2.01
2024-08-21 18:00:00,67.26
2024-08-21 19:00:00,101.89
2024-08-21 20:00:00,140.35
2024-08-21 21:00:00,130.96
2024-08-21 22:00:00,103.42
2024-08-21 23:00:00,85.65
2024-08-22 00:00:00,78.94
2024-08-22 01:00:00,73.04
2024-08-22 02:00:00,80.46
2024-08-22 03:00:00,80.17
2024-08-22 04:00:00,70.23
2024-08-22 05:00:00,85.42
2024-08-22 06:00:00,99.95
2024-08-22 07:00:00,129.46
2024-08-22 08:00:00,113.05
2024-08-22 09:00:00,73.1
2024-08-22 10:00:00,14.8
2024-08-22 11:00:00,0.0
2024-08-22 12:00:00,-0.38
2024-08-22 13:00:00,-2.56
2024-08-22 14:00:00,-1.51
2024-08-22 15:00:00,-4.35
2024-08-22 16:00:00,-0.09
2024-08-22 17:00:00,24.89
2024-08-22 18:00:00,89.46
2024-08-22 19:00:00,112.74
2024-08-22 20:00:00,111.5
2024-08-22 21:00:00,109.99
2024-08-22 22:00:00,95.48
2024-08-22 23:00:00,79.22
2024-08-23 00:00:00,51.9
2024-08-23 01:00:00,45.87
2024-08-23 02:00:00,38.51
2024-08-23 03:00:00,26.36
2024-08-23 04:00:00,26.48
2024-08-23 05:00:00,30.59
2024-08-23 06:00:00,64.22
2024-08-23 07:00:00,60.63
2024-08-23 08:00:00,43.64
2024-08-23 09:00:00,4.06
2024-08-23 10:00:00,-0.01
2024-08-23 11:00:00,-3.97
2024-08-23 12:00:00,-9.54
2024-08-23 13:00:00,-15.32
2024-08-23 14:00:00,-16.55
2024-08-23 15:00:00,-10.15
2024-08-23 16:00:00,-9.18
2024-08-23 17:00:00,-0.03
2024-08-23 18:00:00,50.2
2024-08-23 19:00:00,99.53
2024-08-23 20:00:00,118.57
2024-08-23 21:00:00,123.15
2024-08-23 22:00:00,119.54
2024-08-23 23:00:00,100.5
2024-08-24 00:00:00,110.45
2024-08-24 01:00:00,103.78
2024-08-24 02:00:00,100.42
2024-08-24 03:00:00,100.28
2024-08-24 04:00:00,100.9
2024-08-24 05:00:00,105.4
2024-08-24 06:00:00,101.02
2024-08-24 07:00:00,102.23
2024-08-24 08:00:00,76.22
2024-08-24 09:00:00,15.0
2024-08-24 10:00:00,-0.03
2024-08-24 11:00:00,-6.85
2024-08-24 12:00:00,-18.68
2024-08-24 13:00:00,-40.09
2024-08-24 14:00:00,-44.18
2024-08-24 15:00:00,-27.64
2024-08-24 16:00:00,-8.15
2024-08-24 17:00:00,-0.99
2024-08-24 18:00:00,71.68
2024-08-24 19:00:00,91.52
2024-08-24 20:00:00,80.08
2024-08-24 21:00:00,68.91
2024-08-24 22:00:00,64.14
2024-08-24 23:00:00,50.0
2024-08-25 00:00:00,0.37
2024-08-25 01:00:00,-0.02
2024-08-25 02:00:00,-0.34
2024-08-25 03:00:00,-1.0
2024-08-25 04:00:00,-0.89
2024-08-25 05:00:00,-0.42
2024-08-25 06:00:00,-0.05
2024-08-25 07:00:00,-0.01
2024-08-25 08:00:00,-0.01
2024-08-25 09:00:00,-1.39
2024-08-25 10:00:00,-6.07
2024-08-25 11:00:00,-10.1
2024-08-25 12:00:00,-15.5
2024-08-25 13:00:00,-20.01
2024-08-25 14:00:00,-19.83
2024-08-25 15:00:00,-10.15
2024-08-25 16:00:00,-5.01
2024-08-25 17:00:00,1.0
2024-08-25 18:00:00,87.04
2024-08-25 19:00:00,110.0
2024-08-25 20:00:00,119.45
2024-08-25 21:00:00,105.49
2024-08-25 22:00:00,99.7
2024-08-25 23:00:00,92.48
