,prices
2024-08-05 00:00:00,103.08
2024-08-05 01:00:00,85.32
2024-08-05 02:00:00,82.3
2024-08-05 03:00:00,85.35
2024-08-05 04:00:00,83.59
2024-08-05 05:00:00,97.24
2024-08-05 06:00:00,118.98
2024-08-05 07:00:00,136.75
2024-08-05 08:00:00,113.97
2024-08-05 09:00:00,102.83
2024-08-05 10:00:00,74.5
2024-08-05 11:00:00,64.3
2024-08-05 12:00:00,57.12
2024-08-05 13:00:00,42.05
2024-08-05 14:00:00,36.35
2024-08-05 15:00:00,51.43
2024-08-05 16:00:00,70.1
2024-08-05 17:00:00,85.4
2024-08-05 18:00:00,108.97
2024-08-05 19:00:00,152.76
2024-08-05 20:00:00,250.01
2024-08-05 21:00:00,170.93
2024-08-05 22:00:00,120.3
2024-08-05 23:00:00,102.92
2024-08-06 00:00:00,103.09
2024-08-06 01:00:00,95.57
2024-08-06 02:00:00,89.24
2024-08-06 03:00:00,85.24
2024-08-06 04:00:00,85.76
2024-08-06 05:00:00,95.77
2024-08-06 06:00:00,123.86
2024-08-06 07:00:00,126.04
2024-08-06 08:00:00,85.29
2024-08-06 09:00:00,74.51
2024-08-06 10:00:00,36.04
2024-08-06 11:00:00,21.43
2024-08-06 12:00:00,15.86
2024-08-06 13:00:00,2.95
2024-08-06 14:00:00,4.79
2024-08-06 15:00:00,19.44
2024-08-06 16:00:00,39.71
2024-08-06 17:00:00,82.19
2024-08-06 18:00:00,106.29
2024-08-06 19:00:00,174.58
2024-08-06 20:00:00,230.85
2024-08-06 21:00:00,170.45
2024-08-06 22:00:00,118.54
2024-08-06 23:00:00,100.03
2024-08-07 00:00:00,91.39
2024-08-07 01:00:00,83.24
2024-08-07 02:00:00,79.29
2024-08-07 03:00:00,83.24
2024-08-07 04:00:00,86.43
2024-08-07 05:00:00,104.36
2024-08-07 06:00:00,126.07
2024-08-07 07:00:00,127.98
2024-08-07 08:00:00,109.06
2024-08-07 09:00:00,88.91
2024-08-07 10:00:00,73.56
2024-08-07 11:00:00,62.49
2024-08-07 12:00:00,42.14
2024-08-07 13:00:00,35.05
2024-08-07 14:00:00,51.19
2024-08-07 15:00:00,69.28
2024-08-07 16:00:00,85.74
2024-08-07 17:00:00,105.2
2024-08-07 18:00:00,106.41
2024-08-07 19:00:00,119.75
2024-08-07 20:00:00,149.28
2024-08-07 21:00:00,134.25
2024-08-07 22:00:00,112.74
2024-08-07 23:00:00,102.78
2024-08-08 00:00:00,96.43
2024-08-08 01:00:00,88.06
2024-08-08 02:00:00,87.36
2024-08-08 03:00:00,88.06
2024-08-08 04:00:00,88.27
2024-08-08 05:00:00,96.11
2024-08-08 06:00:00,110.93
2024-08-08 07:00:00,124.93
2024-08-08 08:00:00,114.41
2024-08-08 09:00:00,106.84
2024-08-08 10:00:00,86.1
2024-08-08 11:00:00,71.6
2024-08-08 12:00:00,57.09
2024-08-08 13:00:00,40.49
2024-08-08 14:00:00,32.18
2024-08-08 15:00:00,40.24
2024-08-08 16:00:00,57.81
2024-08-08 17:00:00,80.52
2024-08-08 18:00:00,101.92
2024-08-08 19:00:00,138.49
2024-08-08 20:00:00,197.31
2024-08-08 21:00:00,135.0
2024-08-08 22:00:00,102.0
2024-08-08 23:00:00,93.56
2024-08-09 00:00:00,103.71
2024-08-09 01:00:00,83.92
2024-08-09 02:00:00,67.34
2024-08-09 03:00:00,64.3
2024-08-09 04:00:00,53.31
2024-08-09 05:00:00,64.36
2024-08-09 06:00:00,80.0
2024-08-09 07:00:00,88.41
2024-08-09 08:00:00,59.4
2024-08-09 09:00:00,31.31
2024-08-09 10:00:00,8.98
2024-08-09 11:00:00,0.6
2024-08-09 12:00:00,-0.03
2024-08-09 13:00:00,-0.16
2024-08-09 14:00:00,-0.8
2024-08-09 15:00:00,-0.11
2024-08-09 16:00:00,-0.01
2024-08-09 17:00:00,2.55
2024-08-09 18:00:00,41.78
2024-08-09 19:00:00,81.04
2024-08-09 20:00:00,124.97
2024-08-09 21:00:00,118.05
2024-08-09 22:00:00,113.46
2024-08-09 23:00:00,93.23
2024-08-10 00:00:00,85.09
2024-08-10 01:00:00,92.13
2024-08-10 02:00:00,87.28
2024-08-10 03:00:00,84.67
2024-08-10 04:00:00,82.93
2024-08-10 05:00:00,85.52
2024-08-10 06:00:00,88.68
2024-08-10 07:00:00,76.01
2024-08-10 08:00:00,31.86
2024-08-10 09:00:00,0.2
2024-08-10 10:00:00,-3.0
2024-08-10 11:00:00,-12.2
2024-08-10 12:00:00,-22.49
2024-08-10 13:00:00,-40.77
2024-08-10 14:00:00,-40.09
2024-08-10 15:00:00,-29.67
2024-08-10 16:00:00,-8.2
2024-08-10 17:00:00,0.07
2024-08-10 18:00:00,48.84
2024-08-10 19:00:00,106.55
2024-08-10 20:00:00,125.43
2024-08-10 21:00:00,133.0
2024-08-10 22:00:00,117.85
2024-08-10 23:00:00,106.64
2024-08-11 00:00:00,106.71
2024-08-11 01:00:00,104.17
2024-08-11 02:00:00,99.96
2024-08-11 03:00:00,95.14
2024-08-11 04:00:00,96.49
2024-08-11 05:00:00,114.97
2024-08-11 06:00:00,106.44
2024-08-11 07:00:00,71.02
2024-08-11 08:00:00,27.8
2024-08-11 09:00:00,0.0
