,prices
2024-06-17 00:00:00,76.62
2024-06-17 01:00:00,66.73
2024-06-17 02:00:00,68.81
2024-06-17 03:00:00,71.81
2024-06-17 04:00:00,73.56
2024-06-17 05:00:00,90.02
2024-06-17 06:00:00,119.13
2024-06-17 07:00:00,132.68
2024-06-17 08:00:00,116.23
2024-06-17 09:00:00,84.73
2024-06-17 10:00:00,62.11
2024-06-17 11:00:00,55.01
2024-06-17 12:00:00,41.86
2024-06-17 13:00:00,39.45
2024-06-17 14:00:00,46.62
2024-06-17 15:00:00,54.54
2024-06-17 16:00:00,64.21
2024-06-17 17:00:00,88.58
2024-06-17 18:00:00,114.16
2024-06-17 19:00:00,157.37
2024-06-17 20:00:00,210.16
2024-06-17 21:00:00,200.01
2024-06-17 22:00:00,128.15
2024-06-17 23:00:00,101.55
2024-06-18 00:00:00,96.92
2024-06-18 01:00:00,90.29
2024-06-18 02:00:00,87.53
2024-06-18 03:00:00,89.29
2024-06-18 04:00:00,90.29
2024-06-18 05:00:00,95.94
2024-06-18 06:00:00,134.49
2024-06-18 07:00:00,130.17
2024-06-18 08:00:00,95.96
2024-06-18 09:00:00,80.9
2024-06-18 10:00:00,69.91
2024-06-18 11:00:00,54.81
2024-06-18 12:00:00,51.16
2024-06-18 13:00:00,51.03
2024-06-18 14:00:00,57.04
2024-06-18 15:00:00,73.12
2024-06-18 16:00:00,76.24
2024-06-18 17:00:00,90.06
2024-06-18 18:00:00,133.25
2024-06-18 19:00:00,158.19
2024-06-18 20:00:00,171.87
2024-06-18 21:00:00,134.47
2024-06-18 22:00:00,104.2
2024-06-18 23:00:00,91.63
2024-06-19 00:00:00,99.95
2024-06-19 01:00:00,91.43
2024-06-19 02:00:00,86.85
2024-06-19 03:00:00,85.78
2024-06-19 04:00:00,83.47
2024-06-19 05:00:00,86.41
2024-06-19 06:00:00,112.55
2024-06-19 07:00:00,116.83
2024-06-19 08:00:00,107.33
2024-06-19 09:00:00,86.31
2024-06-19 10:00:00,75.1
2024-06-19 11:00:00,66.23
2024-06-19 12:00:00,58.03
2024-06-19 13:00:00,39.84
2024-06-19 14:00:00,22.41
2024-06-19 15:00:00,23.56
2024-06-19 16:00:00,59.9
2024-06-19 17:00:00,70.0
2024-06-19 18:00:00,88.44
2024-06-19 19:00:00,102.9
2024-06-19 20:00:00,143.66
2024-06-19 21:00:00,115.08
2024-06-19 22:00:00,108.26
2024-06-19 23:00:00,93.21
2024-06-20 00:00:00,85.89
2024-06-20 01:00:00,78.62
2024-06-20 02:00:00,78.88
2024-06-20 03:00:00,78.82
2024-06-20 04:00:00,78.62
2024-06-20 05:00:00,86.55
2024-06-20 06:00:00,114.11
2024-06-20 07:00:00,112.84
2024-06-20 08:00:00,102.99
2024-06-20 09:00:00,80.69
2024-06-20 10:00:00,69.13
2024-06-20 11:00:00,58.77
2024-06-20 12:00:00,55.46
2024-06-20 13:00:00,53.81
2024-06-20 14:00:00,57.18
2024-06-20 15:00:00,68.58
2024-06-20 16:00:00,80.0
2024-06-20 17:00:00,98.27
2024-06-20 18:00:00,119.31
2024-06-20 19:00:00,155.62
2024-06-20 20:00:00,200.09
2024-06-20 21:00:00,130.06
2024-06-20 22:00:00,111.83
2024-06-20 23:00:00,95.05
2024-06-21 00:00:00,100.81
2024-06-21 01:00:00,90.77
2024-06-21 02:00:00,89.95
2024-06-21 03:00:00,87.83
2024-06-21 04:00:00,86.31
2024-06-21 05:00:00,86.14
2024-06-21 06:00:00,96.92
2024-06-21 07:00:00,122.8
2024-06-21 08:00:00,121.84
2024-06-21 09:00:00,111.67
2024-06-21 10:00:00,100.65
2024-06-21 11:00:00,89.94
2024-06-21 12:00:00,88.54
2024-06-21 13:00:00,82.68
2024-06-21 14:00:00,78.22
2024-06-21 15:00:00,82.03
2024-06-21 16:00:00,88.85
2024-06-21 17:00:00,100.65
2024-06-21 18:00:00,110.0
2024-06-21 19:00:00,116.93
2024-06-21 20:00:00,114.4
2024-06-21 21:00:00,105.26
2024-06-21 22:00:00,95.99
2024-06-21 23:00:00,82.14
2024-06-22 00:00:00,80.07
2024-06-22 01:00:00,70.25
2024-06-22 02:00:00,62.43
2024-06-22 03:00:00,50.5
2024-06-22 04:00:00,49.62
2024-06-22 05:00:00,46.47
2024-06-22 06:00:00,60.56
2024-06-22 07:00:00,48.89
2024-06-22 08:00:00,44.92
2024-06-22 09:00:00,34.65
2024-06-22 10:00:00,12.54
2024-06-22 11:00:00,3.59
2024-06-22 12:00:00,2.62
2024-06-22 13:00:00,0.03
2024-06-22 14:00:00,-0.01
2024-06-22 15:00:00,-0.07
2024-06-22 16:00:00,4.23
2024-06-22 17:00:00,42.59
2024-06-22 18:00:00,80.49
2024-06-22 19:00:00,112.16
2024-06-22 20:00:00,122.81
2024-06-22 21:00:00,124.05
2024-06-22 22:00:00,110.17
2024-06-22 23:00:00,89.77
2024-06-23 00:00:00,90.49
2024-06-23 01:00:00,79.25
2024-06-23 02:00:00,71.24
2024-06-23 03:00:00,70.67
2024-06-23 04:00:00,66.94
2024-06-23 05:00:00,62.09
2024-06-23 06:00:00,57.9
2024-06-23 07:00:00,46.35
2024-06-23 08:00:00,19.77
2024-06-23 09:00:00,4.24
2024-06-23 10:00:00,0.0
2024-06-23 11:00:00,-0.05
2024-06-23 12:00:00,-0.1
2024-06-23 13:00:00,-1.05
2024-06-23 14:00:00,-2.21
2024-06-23 15:00:00,-2.05
2024-06-23 16:00:00,-0.27
2024-06-23 17:00:00,22.61
2024-06-23 18:00:00,71.12
2024-06-23 19:00:00,99.5
2024-06-23 20:00:00,115.14
2024-06-23 21:00:00,115.44
2024-06-23 22:00:00,114.33
2024-06-23 23:00:00,99.79
